"SurveyResponseID","AnswerNumber","WebsiteForPlanning","WebsiteForBooking","UsefulnessRating"
3586512,100,"Airline websites","Airline websites","5"
3586512,100,"Airline websites","Airline websites","Very Useful10"
3586512,103,"Online travel blogs",NA,"6"
3591438,153,"Airline websites","Airline websites","Very Useful10"
3591438,155,"Google+","Google+","Very Useful10"
3586382,113,"Travel guides/books about New Zealand",NA,"7"
3586382,113,"Travel guides/books about New Zealand",NA,"7"
3586285,89,"www.tripadvisor.com",NA,"8"
3591454,141,"www.tripadvisor.com",NA,"5"
3586382,110,"Friends, family and colleagues","Friends, family and colleagues","8"
3591454,143,"Instagram",NA,"5"
3586382,111,"Airline websites","Airline websites","7"
3591454,145,"Online travel blogs",NA,"9"
3591454,145,"Online travel blogs",NA,"9"
3586301,97,"None of these","None of these","None of these"
3586382,112,"www.lonleyplanet.com",NA,"Not Sure"
3586302,121,"Travel guides/books about New Zealand",NA,"7"
3586302,119,"Friends, family and colleagues",NA,"6"
3586382,112,"www.tripadvisor.com",NA,"Not Sure"
3586302,120,"www.lonleyplanet.com",NA,"Not at all Useful1"
3591454,144,"Google+",NA,"9"
3586302,120,"www.lonleyplanet.com",NA,"7"
3591454,146,"Another source","Another source","Another source"
3586396,120,"Friends, family and colleagues",NA,"9"
3591454,143,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","5"
3586333,103,"Friends, family and colleagues",NA,"Very Useful10"
3591454,143,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3586396,120,"Online travel blogs",NA,"9"
3586405,125,"None of these","None of these","None of these"
3586386,113,"Another source",NA,"Very Useful10"
3591454,142,"100% Pure New Zealand www.newzealand.com",NA,"6"
3591454,142,"100% Pure New Zealand www.newzealand.com",NA,"9"
3591454,140,"Friends, family and colleagues",NA,"8"
3586416,99,"Friends, family and colleagues","Friends, family and colleagues","8"
3591454,140,"Airline websites","Airline websites","5"
3591454,140,"Airline websites","Airline websites","8"
3586430,88,"Another source","Another source","Another source"
3586400,93,"Airline websites","Airline websites","9"
3586439,110,"Online travel blogs",NA,"Not Sure"
3586439,109,"www.tripadvisor.com","www.tripadvisor.com","7"
3591463,108,"None of these","None of these","None of these"
3586417,103,"None of these","None of these","None of these"
3586441,143,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"Very Useful10"
3586441,144,"Online travel blogs",NA,"Very Useful10"
3586441,144,"Online travel blogs",NA,"Very Useful10"
3586441,143,"Google+",NA,"Very Useful10"
3591468,153,"By phoning airlines","By phoning airlines","9"
3586420,163,"By visiting an airline outlet","By visiting an airline outlet","Very Useful10"
3586420,165,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3591468,154,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","8"
3591468,154,"100% Pure New Zealand www.newzealand.com","100% Pure New Zealand www.newzealand.com","9"
3586446,170,"www.tripadvisor.com",NA,"8"
3586420,166,"Online travel blogs",NA,"Very Useful10"
3591468,154,"www.tripadvisor.com",NA,"8"
3586420,166,"Online travel blogs",NA,"Very Useful10"
3586420,164,"www.tripadvisor.com",NA,"Very Useful10"
3591468,155,"www.i-SITE.org.nz",NA,"9"
3586446,172,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3586420,164,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3591468,152,"Airline websites","Airline websites","8"
3586446,169,"Airline websites",NA,"9"
3591468,156,"Websites of individual i-SITE centres",NA,"8"
3586446,171,"www.lonleyplanet.com",NA,"Very Useful10"
3586446,171,"www.lonleyplanet.com",NA,"9"
3591468,156,"Websites of individual i-SITE centres",NA,"9"
3586446,175,"Travel guides/books about New Zealand",NA,"5"
3591468,157,"Online travel blogs",NA,"8"
3586446,173,"Expedia",NA,"Very Useful10"
3586434,100,"Friends, family and colleagues",NA,"5"
3586446,174,"Online travel blogs",NA,"8"
3586446,174,"Online travel blogs",NA,"8"
3591488,126,"Other publications e.g. magazines",NA,"5"
3586446,172,"Google+","Google+","Very Useful10"
3586435,115,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","8"
3591488,126,"Other publications e.g. magazines",NA,"Not Sure"
3586436,99,"Travel agents in your home country in person","Travel agents in your home country in person","Very Useful10"
3586436,100,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586446,172,"Google+","Google+","8"
3591504,119,"Travel agents in your home country over the phone","Travel agents in your home country over the phone","8"
3586446,175,"Another social networking website",NA,"5"
3586446,176,"Another source",NA,"Another source"
3586446,176,"Another source",NA,"9"
3586446,168,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3586446,169,"By visiting an airline outlet","By visiting an airline outlet","8"
3586446,169,"By visiting an airline outlet","By visiting an airline outlet","9"
3586448,109,"www.tripadvisor.com",NA,"9"
3591518,124,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3591518,124,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"8"
3586448,110,"www.lonleyplanet.com",NA,"Not Sure"
3591518,125,"Google+",NA,"9"
3586448,110,"www.lonleyplanet.com",NA,"Not Sure"
3586448,111,"100% Pure New Zealand www.newzealand.com",NA,"9"
3586467,129,"www.tripadvisor.com",NA,"8"
3591518,123,"Facebook",NA,"9"
3586467,129,"Travel agents in your home country in person",NA,"8"
3586448,113,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"9"
3591520,109,"None of these","None of these","None of these"
3586448,111,"Twitter",NA,"9"
3586467,127,"Travel agents in your home country over the phone",NA,"7"
3586467,128,"Travel agents in your home country via the internet",NA,"9"
3586448,114,"Another social networking website",NA,"Not Sure"
3586448,114,"Another social networking website",NA,"Not Sure"
3586467,128,"Travel agents in your home country via the internet",NA,"7"
3586448,115,"Another source",NA,"Another source"
3586448,113,"Expedia",NA,"9"
3586448,112,"Pinterest",NA,"Not Sure"
3586467,131,"www.lonleyplanet.com",NA,"7"
3586448,112,"Pinterest",NA,"Not Sure"
3591527,105,"Google+",NA,"9"
3586467,132,"Twitter",NA,"9"
3586467,132,"Twitter",NA,"9"
3586467,133,"Weibu",NA,"8"
3591543,110,"Friends, family and colleagues",NA,"Very Useful10"
3586455,103,"Google+",NA,"Very Useful10"
3586525,122,"Friends, family and colleagues",NA,"5"
3586455,103,"Google+",NA,"Very Useful10"
3591545,105,"Airline websites","Airline websites","Not at all Useful1"
3586525,124,"100% Pure New Zealand www.newzealand.com",NA,"7"
3586525,126,"Google+",NA,"7"
3591577,104,"Another source",NA,"9"
3591577,104,"Another source",NA,"Another source"
3586526,103,"Friends, family and colleagues","Friends, family and colleagues","9"
3591577,103,"Expedia",NA,"9"
3586457,108,"www.tripadvisor.com",NA,"Very Useful10"
3586467,134,"Websites of individual i-SITE centres",NA,"8"
3586457,108,"www.tripadvisor.com",NA,"Not at all Useful1"
3586542,121,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","Very Useful10"
3586467,134,"Websites of individual i-SITE centres",NA,"9"
3586457,110,"Instagram",NA,"7"
3586457,110,"Instagram",NA,"7"
3586542,119,"www.tripadvisor.com",NA,"8"
3586457,107,"Friends, family and colleagues",NA,"Very Useful10"
3586467,135,"Instagram",NA,"8"
3586457,109,"Facebook",NA,"7"
3591586,126,"www.tripadvisor.com",NA,"9"
3591586,126,"www.tripadvisor.com",NA,"7"
3586457,109,"Twitter",NA,"7"
3586457,111,"Pinterest",NA,"7"
3586467,140,"Expedia",NA,"7"
3586467,140,"Expedia",NA,"7"
3586467,141,"Online travel blogs",NA,"8"
3586464,113,"Friends, family and colleagues","Friends, family and colleagues","8"
3586542,117,"Friends, family and colleagues","Friends, family and colleagues","Very Useful10"
3591611,113,"Friends, family and colleagues",NA,"8"
3586542,120,"100% Pure New Zealand www.newzealand.com",NA,"7"
3586542,120,"100% Pure New Zealand www.newzealand.com",NA,"5"
3586542,118,"Airline websites","Airline websites","7"
3586542,119,"www.lonleyplanet.com",NA,"8"
3586542,122,"Online travel blogs",NA,"5"
3586471,126,"Google+",NA,"Very Useful10"
3586471,124,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586467,137,"Google+",NA,"9"
3586471,127,"Travel guides/books about New Zealand",NA,"Very Useful10"
3591620,94,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586467,141,"Another social networking website",NA,"8"
3586471,126,"Expedia","Expedia","Very Useful10"
3586471,126,"Expedia","Expedia","Very Useful10"
3591620,92,"Friends, family and colleagues",NA,"Very Useful10"
3586471,124,"www.tripadvisor.com",NA,"Very Useful10"
3591620,92,"Airline websites",NA,"Very Useful10"
3586467,143,"Another source",NA,"7"
3586471,125,"Facebook",NA,"Very Useful10"
3586542,122,"Travel guides/books about New Zealand",NA,"5"
3586471,125,"Facebook",NA,"Very Useful10"
3591629,98,"Travel guides/books about New Zealand",NA,"5"
3591629,98,"Google+",NA,"5"
3591629,99,"Another source","Another source","Another source"
3591629,99,"Another source","Another source","6"
3591643,120,"100% Pure New Zealand www.newzealand.com",NA,"6"
3586543,127,"www.tripadvisor.com","www.tripadvisor.com","9"
3586473,125,"www.i-SITE.org.nz",NA,"Not at all Useful1"
3586543,127,"www.tripadvisor.com","www.tripadvisor.com","9"
3586473,124,"Friends, family and colleagues",NA,"7"
3591647,130,"Travel guides/books about New Zealand",NA,"9"
3586543,130,"Travel guides/books about New Zealand",NA,"Not Sure"
3586473,126,"An i-SITE consultant or staff member by email or phone",NA,"Very Useful10"
3586473,126,"An i-SITE consultant or staff member by email or phone",NA,"Very Useful10"
3586543,130,"Travel guides/books about New Zealand",NA,"8"
3586473,127,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"7"
3591647,130,"Other publications e.g. magazines",NA,"9"
3586473,125,"www.lonleyplanet.com",NA,"Not at all Useful1"
3586467,136,"Pinterest",NA,"7"
3586467,136,"Pinterest",NA,"7"
3591647,128,"Friends, family and colleagues",NA,"6"
3591647,129,"Twitter",NA,"Not at all Useful1"
3591647,129,"Twitter",NA,"7"
3586496,94,"Another source",NA,"8"
3586467,143,"Other publications e.g. magazines",NA,"7"
3591654,116,"Travel agents in your home country via the internet","Travel agents in your home country via the internet","Very Useful10"
3586505,94,"Travel agents in your home country in person","Travel agents in your home country in person","8"
3586543,128,"100% Pure New Zealand www.newzealand.com",NA,"9"
3591654,117,"Travel guides/books about New Zealand",NA,"8"
3586543,129,"www.i-SITE.org.nz","www.i-SITE.org.nz","7"
3591654,117,"Other publications e.g. magazines",NA,"8"
3586516,104,"Friends, family and colleagues",NA,"Very Useful10"
3591672,92,"None of these","None of these","None of these"
3586559,115,"Another specific New Zealand website, including attraction, transport or accommodation sites","Another specific New Zealand website, including attraction, transport or accommodation sites","9"
3586559,114,"Travel agents in your home country in person","Travel agents in your home country in person","9"
3591679,137,"Travel guides/books about New Zealand",NA,"3"
3591679,137,"Travel guides/books about New Zealand",NA,"9"
3586541,115,"Airline websites","Airline websites","Very Useful10"
3591679,136,"Online travel blogs",NA,"7"
3591679,136,"www.tripadvisor.com",NA,"7"
3586541,116,"100% Pure New Zealand www.newzealand.com",NA,"8"
3586541,116,"www.tripadvisor.com",NA,"8"
3586560,88,"By visiting an airline outlet","By visiting an airline outlet","2"
3586560,88,"By visiting an airline outlet","By visiting an airline outlet","3"
3586541,118,"Another source","Another source","Another source"
3586467,139,"Webjet",NA,"9"
3591693,119,"Online travel blogs",NA,"Very Useful10"
3586548,136,"Friends, family and colleagues",NA,"Very Useful10"
3591695,101,"www.tripadvisor.com","www.tripadvisor.com","Very Useful10"
3586548,139,"Online travel blogs",NA,"Very Useful10"
3586548,139,"Online travel blogs",NA,"Very Useful10"
3586548,137,"www.tripadvisor.com",NA,"8"
3586468,97,"Travel agents in your home country over the phone",NA,"7"
3586548,137,"www.tripadvisor.com",NA,"Very Useful10"
3586468,97,"Travel agents in your home country over the phone",NA,"8"
3586548,140,"Travel guides/books about New Zealand",NA,"8"
3586468,96,"Airline websites",NA,"7"
3591711,152,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3591711,152,"100% Pure New Zealand www.newzealand.com",NA,"9"
3586548,138,"100% Pure New Zealand www.newzealand.com",NA,"Very Useful10"
3586548,138,"www.i-SITE.org.nz",NA,"Very Useful10"
3591711,153,"www.i-SITE.org.nz",NA,"7"
3591711,150,"Friends, family and colleagues",NA,"7"
3586548,140,"Another source",NA,"8"
3586560,88,"Airline websites",NA,"2"
3591711,150,"Airline websites",NA,"7"
3586560,89,"Travel agents in your home country over the phone",NA,"3"
3586555,100,"Travel guides/books about New Zealand",NA,"3"
3586560,90,"Travel agents in your home country via the internet",NA,"2"
3586560,90,"Travel agents in your home country via the internet",NA,"2"
3591711,153,"Online travel blogs",NA,"7"
3586555,101,"Another source",NA,"Another source"
3586560,91,"Travel agents in your home country in person","Travel agents in your home country in person","4"
3586555,101,"Another source",NA,"7"
3586560,92,"Another specific New Zealand website, including attraction, transport or accommodation sites",NA,"5"
3586560,93,"Travel guides/books about New Zealand","Travel guides/books about New Zealand","5"
3586560,92,"Online travel blogs",NA,"5"
