"SurveyResponseID","AnswerNumber","TechnologyUses"
3557407,126,"General information about the region you were in"
3557407,130,"Internet access"
3557633,124,"Attractions / Activities"
3557407,129,"Maps"
3557424,112,"General information about a different region"
3557407,127,"Check/confirm existing travel plans"
3557424,113,"Accommodation in a different region"
3557750,191,"Flights within New Zealand"
3557754,118,"General information about a different region"
3557750,192,"Event information"
3557750,193,"Attractions / Activities"
3557750,194,"Suggested itineraries"
3557474,116,"Check/confirm existing travel plans"
3557732,114,"Check/confirm existing travel plans"
3557407,128,"Weather information"
3557715,96,"Overview of NZ regions"
3557754,117,"Weather information"
3557754,119,"Accommodation in the region you were in"
3557474,117,"Weather information"
3557732,115,"Weather information"
3557474,118,"Maps"
3557474,120,"General information about a different region"
3557474,121,"Accommodation in a different region"
3557715,95,"General information about the region you were in"
3557424,111,"Directions"
3557754,116,"General information about the region you were in"
3557474,115,"General information about the region you were in"
3557732,113,"General information about the region you were in"
3557474,119,"Directions"
3557732,116,"Internet access"
3557754,120,"Flights within New Zealand"
3557754,121,"Attractions / Activities"
3557474,123,"Attractions / Activities"
3557488,156,"Check/confirm existing travel plans"
3557660,131,"Attractions / Activities"
3557784,119,"Check/confirm existing travel plans"
3557784,124,"Flights within New Zealand"
3557487,132,"None of these"
3557488,157,"Access to resources to assist you to plan"
3557488,158,"Maps"
3557660,128,"Access to resources to assist you to plan"
3557660,130,"Accommodation in a different region"
3557474,122,"Transport/ travel options around New Zealand"
3557784,120,"Weather information"
3557489,138,"Check/confirm existing travel plans"
3557660,129,"Internet access"
3557784,122,"Internet access"
3557784,123,"Directions"
3557488,159,"Internet access"
3557489,140,"Internet access"
3557489,141,"Directions"
3557676,131,"Internet access"
3557784,121,"Maps"
3557488,160,"Accommodation in a different region"
3557793,108,"Check/confirm existing travel plans"
3557793,109,"Flights within New Zealand"
3557489,139,"Maps"
3557489,142,"General information about a different region"
3557783,143,"Check/confirm existing travel plans"
3557764,105,"None of these"
3557676,130,"Maps"
3557676,132,"Accommodation in a different region"
3557783,142,"General information about the region you were in"
3557489,143,"Accommodation in the region you were in"
3557490,130,"Check/confirm existing travel plans"
3557783,148,"Information about Maori culture / cultural activities"
3557783,149,"Compare prices / find deals"
3557783,150,"Directions"
3557490,129,"General information about the region you were in"
3557490,133,"Internet access"
3557490,134,"Compare prices / find deals"
3557783,144,"Access to resources to assist you to plan"
3557676,129,"Weather information"
3557783,146,"Maps"
3557783,152,"General information about a different region"
3557783,145,"Weather information"
3557809,107,"Maps"
3557490,132,"Maps"
3557783,147,"To meet other travellers"
3557783,151,"Overview of NZ regions"
3557809,106,"Weather information"
3557490,131,"Weather information"
3557490,135,"Accommodation in the region you were in"
3557490,136,"Transport/ travel options around New Zealand"
3557820,110,"Suggested itineraries"
3557820,108,"Weather information"
3557505,133,"Weather information"
3557783,154,"Information about amenities/services for the town you were in"
3557783,155,"Accommodation in the region you were in"
3557685,117,"Maps"
3557820,109,"Maps"
3557783,153,"See ratings by other travellers"
3557783,157,"Transport/ travel options around New Zealand"
3557687,152,"Weather information"
3557827,155,"Weather information"
3557783,156,"Accommodation in a different region"
3557827,154,"Access to resources to assist you to plan"
3557685,118,"Directions"
3557505,132,"General information about the region you were in"
3557687,150,"General information about the region you were in"
3557687,153,"Internet access"
3557687,154,"Compare prices / find deals"
3557827,157,"Internet access"
3557827,158,"Compare prices / find deals"
3557827,156,"Maps"
3557827,161,"General information about a different region"
3557827,162,"Accommodation in a different region"
3557827,160,"Overview of NZ regions"
3557687,151,"Check/confirm existing travel plans"
3557783,158,"Flights within New Zealand"
3557783,159,"Event information"
3557783,160,"Attractions / Activities"
3557783,161,"Suggested itineraries"
3557827,153,"Check/confirm existing travel plans"
3557827,159,"Directions"
3557505,135,"Internet access"
3557505,136,"Information about Maori culture / cultural activities"
3557505,134,"Maps"
3557800,146,"Maps"
3557800,145,"Weather information"
3557800,147,"Internet access"
3557827,163,"Attractions / Activities"
3557829,144,"Weather information"
3557800,149,"Transport/ travel options around New Zealand"
3557800,148,"Directions"
3557829,145,"Directions"
3557829,146,"Overview of NZ regions"
3557505,139,"Transport/ travel options around New Zealand"
3557505,137,"Directions"
3557815,130,"Internet access"
3557815,131,"Directions"
3557687,155,"Directions"
3557829,147,"See ratings by other travellers"
3557800,144,"Check/confirm existing travel plans"
3557505,138,"General information about a different region"
3557815,129,"Maps"
3557815,132,"General information about a different region"
3557687,156,"General information about a different region"
3557800,150,"Attractions / Activities"
3557687,158,"Accommodation in a different region"
3557800,151,"Suggested itineraries"
3557815,128,"Weather information"
3557815,133,"Accommodation in the region you were in"
3557687,157,"Information about amenities/services for the town you were in"
3557852,129,"Weather information"
3557852,137,"Information about amenities/services for the town you were in"
3557852,139,"Transport/ travel options around New Zealand"
3557852,128,"General information about the region you were in"
3557852,130,"Maps"
3557694,112,"Maps"
3557852,135,"General information about a different region"
3557852,131,"Internet access"
3557852,136,"See ratings by other travellers"
3557852,132,"Information about Maori culture / cultural activities"
3557852,138,"Accommodation in a different region"
3557852,133,"Compare prices / find deals"
3557829,148,"Flights within New Zealand"
3557505,140,"Event information"
3557505,141,"Suggested itineraries"
3557687,159,"Flights within New Zealand"
3557687,160,"Attractions / Activities"
3557852,140,"Event information"
3557852,134,"Directions"
3557507,146,"Internet access"
3557717,145,"Internet access"
3557816,98,"Internet access"
3557540,126,"General information about the region you were in"
3557540,131,"Internet access"
3557540,132,"Compare prices / find deals"
3557717,144,"Weather information"
3557854,97,"None of these"
3557540,129,"Weather information"
3557540,133,"Overview of NZ regions"
3557712,114,"None of these"
3557852,141,"Attractions / Activities"
3557717,146,"General information about a different region"
3557861,96,"Attractions / Activities"
3557540,128,"Access to resources to assist you to plan"
3557717,143,"Check/confirm existing travel plans"
3557717,147,"Attractions / Activities"
3557540,127,"Check/confirm existing travel plans"
3557540,138,"Event information"
3557540,139,"Attractions / Activities"
3557540,140,"Suggested itineraries"
3557540,130,"Maps"
3557540,134,"General information about a different region"
3557540,135,"See ratings by other travellers"
3557833,112,"Maps"
3557847,141,"General information about a different region"
3557833,113,"Internet access"
3557833,114,"Directions"
3557847,140,"Internet access"
3557847,138,"Check/confirm existing travel plans"
3557737,140,"Internet access"
3557554,142,"General information about the region you were in"
3557540,136,"Information about amenities/services for the town you were in"
3557540,137,"Transport/ travel options around New Zealand"
3557847,139,"Weather information"
3557737,138,"Weather information"
3557737,141,"Information about amenities/services for the town you were in"
3557737,142,"Transport/ travel options around New Zealand"
3557737,139,"Maps"
3557554,144,"Maps"
3557742,152,"Check/confirm existing travel plans"
3557742,160,"Attractions / Activities"
3557554,145,"Internet access"
3557742,155,"Internet access"
3557554,146,"Compare prices / find deals"
3557879,128,"General information about the region you were in"
3557742,156,"Compare prices / find deals"
3557554,143,"Weather information"
3557742,153,"Weather information"
3557742,157,"Directions"
3557879,131,"Information about Maori culture / cultural activities"
3557742,159,"Accommodation in the region you were in"
3557879,129,"Weather information"
3557879,132,"Overview of NZ regions"
3557742,154,"Maps"
3557742,158,"General information about a different region"
3557879,133,"Information about amenities/services for the town you were in"
3557554,148,"Overview of NZ regions"
3557879,130,"Maps"
3557554,149,"General information about a different region"
3557554,151,"Information about amenities/services for the town you were in"
3557554,150,"See ratings by other travellers"
3557554,147,"Directions"
3557744,160,"Internet access"
3557744,157,"Check/confirm existing travel plans"
3557744,161,"Information about Maori culture / cultural activities"
3557744,166,"Attractions / Activities"
3557744,159,"Maps"
3557554,153,"Accommodation in a different region"
3557744,165,"Accommodation in a different region"
3557554,152,"Accommodation in the region you were in"
3557744,158,"Weather information"
3557744,163,"Information about amenities/services for the town you were in"
3557744,164,"Accommodation in the region you were in"
3557554,154,"Transport/ travel options around New Zealand"
3557850,131,"Weather information"
3557554,155,"Flights within New Zealand"
3557554,156,"Attractions / Activities"
3557554,157,"Suggested itineraries"
3557744,162,"Directions"
3557850,133,"Internet access"
3557850,134,"Compare prices / find deals"
3557850,132,"Maps"
3557751,217,"Maps"
3557751,220,"General information about a different region"
3557751,222,"Accommodation in a different region"
3557850,136,"Event information"
3557555,149,"Access to resources to assist you to plan"
3557555,151,"Maps"
