"SurveyResponseID","AnswerNumber","iSiteUsage"
3582858,113,"Directions"
3583017,168,"Information about amenities/services for the town you were in"
3583017,169,"Event information"
3626792,88,"Suggested itineraries"
3583017,166,"Directions"
3583017,167,"General information about a different region"
3582858,111,"Check/confirm existing travel plans"
3626792,87,"Attractions / Activities"
3583337,101,"General information about the region you were in"
3583017,162,"General information about the region you were in"
3583337,103,"Attractions / Activities"
3583017,170,"Attractions / Activities"
3582859,89,"Overview of NZ regions"
3582859,90,"Accommodation in the region you were in"
3582859,91,"Event information"
3582859,88,"Maps"
3626799,123,"Maps"
3582873,82,"Maps"
3583019,97,"Maps"
3626799,122,"General information about the region you were in"
3626799,126,"Overview of NZ regions"
3582873,81,"General information about the region you were in"
3582873,83,"Overview of NZ regions"
3582873,85,"Attractions / Activities"
3582859,92,"Suggested itineraries"
3626799,124,"Information about Maori culture / cultural activities"
3583364,88,"Accommodation in a different region"
3626799,125,"Directions"
3583364,86,"Directions"
3583364,87,"General information about a different region"
3582873,84,"Event information"
3583364,89,"Event information"
3626799,127,"General information about a different region"
3626799,130,"Suggested itineraries"
3626799,128,"Information about amenities/services for the town you were in"
3583373,100,"Access to resources to assist you to plan"
3583373,101,"Maps"
3583373,102,"Internet access"
3583373,103,"Information about Maori culture / cultural activities"
3626799,129,"Attractions / Activities"
3583373,105,"Directions"
3583373,107,"General information about a different region"
3583035,83,"General information about a different region"
3583373,98,"General information about the region you were in"
3583373,99,"Check/confirm existing travel plans"
3583373,104,"Compare prices / find deals"
3583035,82,"Maps"
3582893,107,"Maps"
3583035,81,"General information about the region you were in"
3582893,106,"Access to resources to assist you to plan"
3583373,108,"Accommodation in a different region"
3582893,108,"Directions"
3583373,113,"Suggested itineraries"
3583373,106,"Overview of NZ regions"
3582893,105,"General information about the region you were in"
3583373,109,"Transport/ travel options around New Zealand"
3583035,84,"Attractions / Activities"
3583373,110,"Flights within New Zealand"
3582893,110,"Attractions / Activities"
3583373,112,"Attractions / Activities"
3583373,111,"Event information"
3582893,109,"Event information"
3582908,97,"General information about the region you were in"
3583051,113,"General information about the region you were in"
3583051,118,"Attractions / Activities"
3583052,86,"General information about the region you were in"
3626835,83,"Maps"
3582908,98,"Maps"
3583051,114,"Maps"
3583052,87,"Maps"
3583671,93,"Weather information"
3582910,126,"General information about the region you were in"
3583671,92,"General information about the region you were in"
3583051,115,"Directions"
3583051,116,"General information about a different region"
3626867,120,"General information about the region you were in"
3626867,121,"Access to resources to assist you to plan"
3583671,95,"Attractions / Activities"
3626867,124,"Information about Maori culture / cultural activities"
3626867,125,"Directions"
3626867,126,"General information about a different region"
3583051,117,"Information about amenities/services for the town you were in"
3583052,88,"Accommodation in the region you were in"
3583052,89,"Accommodation in a different region"
3583671,94,"Information about amenities/services for the town you were in"
3626867,127,"Information about amenities/services for the town you were in"
3626867,128,"Accommodation in the region you were in"
3626867,129,"Transport/ travel options around New Zealand"
3626867,130,"Attractions / Activities"
3583673,108,"General information about the region you were in"
3583673,113,"Overview of NZ regions"
3583673,115,"Attractions / Activities"
3583082,80,"Attractions / Activities"
3626915,106,"General information about the region you were in"
3626915,107,"Check/confirm existing travel plans"
3582925,100,"General information about the region you were in"
3626867,122,"Maps"
3626867,123,"Internet access"
3583673,109,"Weather information"
3583673,110,"Maps"
3583673,111,"Internet access"
3583082,78,"Maps"
3626915,108,"Maps"
3583673,114,"Event information"
3582925,103,"Information about amenities/services for the town you were in"
3583682,114,"General information about the region you were in"
3582925,104,"Event information"
3583673,112,"Directions"
3583673,116,"Suggested itineraries"
3626942,113,"Something else"
3583682,119,"Attractions / Activities"
3583682,117,"Information about amenities/services for the town you were in"
3583082,79,"Directions"
3582925,101,"Access to resources to assist you to plan"
3583682,118,"Event information"
3583682,116,"Directions"
3583682,120,"Suggested itineraries"
3626951,87,"General information about the region you were in"
3626951,91,"Attractions / Activities"
3583134,101,"Overview of NZ regions"
3583009,114,"Access to resources to assist you to plan"
3583134,102,"Attractions / Activities"
3582925,102,"Maps"
3583682,115,"Maps"
3626951,89,"Information about amenities/services for the town you were in"
3583009,113,"General information about the region you were in"
3626951,88,"Maps"
3583134,99,"Weather information"
3627049,103,"Overview of NZ regions"
3626951,90,"Transport/ travel options around New Zealand"
3583134,100,"Maps"
3627049,102,"Internet access"
3583009,117,"Information about amenities/services for the town you were in"
3583732,101,"General information about the region you were in"
3583009,116,"Overview of NZ regions"
3583732,103,"Overview of NZ regions"
3583009,118,"Attractions / Activities"
3627060,105,"Attractions / Activities"
3583732,105,"Attractions / Activities"
3583741,104,"General information about the region you were in"
3583741,105,"Check/confirm existing travel plans"
3583168,125,"General information about the region you were in"
3583732,106,"Suggested itineraries"
3583732,104,"Information about amenities/services for the town you were in"
3583151,94,"Event information"
3583009,115,"Maps"
3583732,102,"Maps"
3627060,104,"Internet access"
3583151,92,"Weather information"
3583151,93,"Internet access"
3583741,107,"Directions"
3583168,127,"Directions"
3583168,128,"Accommodation in the region you were in"
3627094,99,"Something else"
3627094,98,"Directions"
3583041,92,"General information about a different region"
3583741,106,"Maps"
3583168,126,"Maps"
3627094,97,"Maps"
3583041,90,"Maps"
3583041,91,"Internet access"
3583773,107,"Maps"
3627135,74,"Maps"
3627094,96,"General information about the region you were in"
3583741,108,"Attractions / Activities"
3583773,110,"Attractions / Activities"
3583201,76,"Attractions / Activities"
3627135,73,"General information about the region you were in"
3583041,95,"Attractions / Activities"
3583773,108,"Accommodation in the region you were in"
3583773,109,"Event information"
3583041,93,"Accommodation in a different region"
3583041,94,"Transport/ travel options around New Zealand"
3627135,75,"Information about amenities/services for the town you were in"
3627142,89,"Information about amenities/services for the town you were in"
3627142,86,"Maps"
3583782,92,"Maps"
3627142,85,"Access to resources to assist you to plan"
3627142,87,"Directions"
3627142,88,"General information about a different region"
3627142,84,"General information about the region you were in"
3583782,91,"General information about the region you were in"
3583800,106,"Transport/ travel options around New Zealand"
3602361,80,"General information about the region you were in"
3583249,100,"Transport/ travel options around New Zealand"
3583249,99,"Check/confirm existing travel plans"
3583800,107,"Attractions / Activities"
3627151,78,"General information about the region you were in"
3602361,83,"Information about Maori culture / cultural activities"
3583800,105,"Maps"
3602361,81,"Weather information"
3602361,84,"Directions"
3627151,81,"Directions"
3602361,82,"Maps"
3627151,79,"Maps"
3627151,84,"Suggested itineraries"
3627151,80,"Internet access"
3583266,86,"Access to resources to assist you to plan"
3602361,85,"Overview of NZ regions"
3602361,87,"Attractions / Activities"
3627151,83,"Attractions / Activities"
3583807,131,"General information about the region you were in"
3583807,133,"Overview of NZ regions"
3583807,136,"Attractions / Activities"
3583266,87,"Attractions / Activities"
3602397,92,"General information about the region you were in"
3602397,93,"Check/confirm existing travel plans"
3602397,98,"Overview of NZ regions"
3627158,132,"General information about the region you were in"
3583807,132,"Maps"
3602397,95,"Weather information"
3602361,86,"See ratings by other travellers"
3627151,82,"Event information"
3602397,96,"Maps"
3627158,133,"Weather information"
3583841,80,"Attractions / Activities"
3602397,94,"Access to resources to assist you to plan"
3583317,93,"General information about the region you were in"
