"SurveyResponseID","AnswerNumber","HobbitExpType"
3586814,103,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586814,104,"Wanted to see where the film was made"
3586814,105,"I wanted to visit Hobbiton"
3586814,106,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586819,101,"I wanted to visit Hobbiton"
3586845,84,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586845,85,"Wanted to see where the film was made"
3586845,86,"I wanted to visit Hobbiton"
3586850,113,"Not sure"
3586893,141,"The scenery"
3586893,142,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586897,143,"The scenery"
3586897,144,"Wanted to see if the scenery was like it was in the film"
3586897,145,"I wanted to visit Hobbiton"
3586897,146,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586899,202,"The scenery"
3586899,203,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586899,204,"Wanted to see where the film was made"
3586909,100,"Wanted to see if the scenery was like it was in the film"
3586909,101,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586909,102,"Wanted to see where the film was made"
3586909,103,"I wanted to visit Hobbiton"
3586909,104,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586916,108,"The scenery"
3586923,145,"The scenery"
3586931,166,"Wanted to see if the scenery was like it was in the film"
3586942,90,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586942,91,"Wanted to see where the film was made"
3586942,92,"I wanted to visit Hobbiton"
3586975,117,"The scenery"
3586975,118,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586975,119,"I wanted to visit Hobbiton"
3586975,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3586990,120,"The scenery"
3586990,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3586990,122,"I wanted to visit Hobbiton"
3586998,125,"The scenery"
3586998,126,"Wanted to see if the scenery was like it was in the film"
3586998,127,"Wanted to see where the film was made"
3586998,128,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587010,158,"The scenery"
3587010,159,"Wanted to see if the scenery was like it was in the film"
3587010,160,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587010,161,"I wanted to visit Hobbiton"
3587010,162,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587037,146,"The scenery"
3587037,147,"Wanted to see where the film was made"
3587054,103,"I wanted to visit Hobbiton"
3587061,144,"The scenery"
3587061,145,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587074,165,"The scenery"
3587074,166,"Wanted to see if the scenery was like it was in the film"
3587088,120,"The scenery"
3587088,121,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587101,112,"The scenery"
3587101,113,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587101,114,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587193,138,"The scenery"
3587193,139,"Wanted to see where the film was made"
3587193,140,"I wanted to visit Hobbiton"
3587210,149,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587210,150,"Wanted to see where the film was made"
3587210,151,"I wanted to visit Hobbiton"
3587219,99,"The scenery"
3587219,100,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587219,101,"Wanted to see where the film was made"
3587219,102,"I wanted to visit Hobbiton"
3587244,121,"The scenery"
3587244,122,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587244,123,"I wanted to visit Hobbiton"
3587283,135,"The scenery"
3587283,136,"Wanted to see if the scenery was like it was in the film"
3587283,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587283,138,"Wanted to see where the film was made"
3587283,139,"I wanted to visit Hobbiton"
3587305,120,"Wanted to see if the scenery was like it was in the film"
3587306,135,"The scenery"
3587312,97,"The scenery"
3587312,98,"I wanted to visit Hobbiton"
3587318,134,"The scenery"
3587318,135,"Wanted to see if the scenery was like it was in the film"
3587318,136,"Wanted to see where the film was made"
3587318,137,"I wanted to visit Hobbiton"
3587318,138,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587321,119,"The scenery"
3587321,120,"Wanted to see if the scenery was like it was in the film"
3587321,121,"Wanted to see where the film was made"
3587321,122,"I wanted to visit Hobbiton"
3587329,96,"The scenery"
3587333,116,"The scenery"
3587333,117,"Wanted to see where the film was made"
3587333,118,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587335,130,"The scenery"
3587341,129,"The scenery"
3587341,130,"Wanted to see if the scenery was like it was in the film"
3587341,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587341,132,"Wanted to see where the film was made"
3587341,133,"I wanted to visit Hobbiton"
3587341,134,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587346,122,"The scenery"
3587375,114,"The scenery"
3587375,115,"Wanted to see if the scenery was like it was in the film"
3587375,116,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587375,117,"Wanted to see where the film was made"
3587375,118,"I wanted to visit Hobbiton"
3587375,119,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587430,119,"The scenery"
3587430,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587430,121,"I wanted to visit Hobbiton"
3587437,99,"The scenery"
3587437,100,"Wanted to see if the scenery was like it was in the film"
3587458,122,"The scenery"
3587458,123,"Wanted to see if the scenery was like it was in the film"
3587458,124,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587458,125,"Wanted to see where the film was made"
3587458,126,"I wanted to visit Hobbiton"
3587460,146,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587460,147,"Wanted to see where the film was made"
3587460,148,"I wanted to visit Hobbiton"
3587508,106,"Wanted to see if the scenery was like it was in the film"
3587508,107,"Wanted to see where the film was made"
3587524,107,"The scenery"
3587524,108,"Wanted to see if the scenery was like it was in the film"
3587524,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587528,136,"The scenery"
3587528,137,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587528,138,"I wanted to visit Hobbiton"
3587528,139,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587547,101,"The scenery"
3587547,102,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587560,113,"The scenery"
3587560,114,"Wanted to see if the scenery was like it was in the film"
3587560,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587560,116,"Wanted to see where the film was made"
3587560,117,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587567,142,"The scenery"
3587567,143,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587590,169,"The scenery"
3587590,170,"Wanted to see if the scenery was like it was in the film"
3587590,171,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587624,157,"The scenery"
3587624,158,"Wanted to see where the film was made"
3587624,159,"I wanted to visit Hobbiton"
3587645,119,"The scenery"
3587645,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587645,121,"Wanted to see where the film was made"
3587661,118,"The scenery"
3587661,119,"Wanted to see if the scenery was like it was in the film"
3587661,120,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3587670,115,"The scenery"
3587670,116,"Wanted to see if the scenery was like it was in the film"
3587670,117,"I wanted to visit Hobbiton"
3587674,125,"Wanted to see if the scenery was like it was in the film"
3587744,113,"The scenery"
3587744,114,"Wanted to see where the film was made"
3587749,150,"The scenery"
3587749,151,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3587749,152,"Wanted to see where the film was made"
3587788,151,"The scenery"
3587799,135,"Something else"
3587812,109,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590077,111,"The scenery"
3590085,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590091,158,"The scenery"
3590091,159,"Wanted to see if the scenery was like it was in the film"
3590091,160,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590091,161,"Wanted to see where the film was made"
3590091,162,"I wanted to visit Hobbiton"
3590091,163,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590102,114,"The scenery"
3590102,115,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590102,116,"I wanted to visit Hobbiton"
3590124,125,"The scenery"
3590124,126,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590124,127,"Wanted to see where the film was made"
3590124,128,"I wanted to visit Hobbiton"
3590124,129,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590134,117,"The scenery"
3590134,118,"Wanted to see if the scenery was like it was in the film"
3590134,119,"Wanted to see where the film was made"
3590134,120,"I wanted to visit Hobbiton"
3590197,105,"The scenery"
3590197,106,"Wanted to see where the film was made"
3590223,129,"Wanted to see if the scenery was like it was in the film"
3590223,130,"Wanted to see where the film was made"
3590223,131,"I wanted to visit Hobbiton"
3590239,116,"Wanted to see if the scenery was like it was in the film"
3590242,134,"Wanted to see where the film was made"
3590250,152,"The scenery"
3590250,153,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590259,130,"I wanted to visit Hobbiton"
3590280,111,"The scenery"
3590280,112,"Wanted to see if the scenery was like it was in the film"
3590294,110,"The scenery"
3590294,111,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590294,112,"I wanted to visit Hobbiton"
3590324,119,"The scenery"
3590324,120,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590324,121,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590325,135,"The scenery"
3590325,136,"I wanted to visit Hobbiton"
3590378,108,"I wanted to visit Hobbiton"
3590412,168,"Wanted to see if the scenery was like it was in the film"
3590412,169,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590412,170,"Wanted to see where the film was made"
3590412,171,"I wanted to visit Hobbiton"
3590428,116,"The scenery"
3590431,110,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590431,111,"I wanted to visit Hobbiton"
3590472,129,"The scenery"
3590472,130,"Wanted to see if the scenery was like it was in the film"
3590472,131,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590472,132,"I wanted to visit Hobbiton"
3590482,112,"The scenery"
3590482,113,"Wanted to see if the scenery was like it was in the film"
3590482,114,"Wanted to see where the film was made"
3590482,115,"I wanted to visit Hobbiton"
3590485,171,"The scenery"
3590485,172,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590485,173,"Wanted to see where the film was made"
3590485,174,"I wanted to visit Hobbiton"
3590500,132,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590510,114,"Wanted to see where the film was made"
3590551,96,"The scenery"
3590551,97,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590551,98,"I wanted to visit Hobbiton"
3590569,127,"I wanted to visit Hobbiton"
3590571,169,"The scenery"
3590571,170,"Wanted to see if the scenery was like it was in the film"
3590571,171,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590571,172,"I wanted to visit Hobbiton"
3590578,126,"The scenery"
3590581,101,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590611,108,"The scenery"
3590611,109,"Wanted to see if the scenery was like it was in the film"
3590611,110,"I wanted to visit Hobbiton"
3590630,104,"Wanted to see if the scenery was like it was in the film"
3590630,105,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590630,106,"I wanted to visit Hobbiton"
3590654,123,"The scenery"
3590654,124,"Wanted to see if the scenery was like it was in the film"
3590654,125,"Wanted to see where the film was made"
3590657,114,"The scenery"
3590657,115,"Wanted to see if the scenery was like it was in the film"
3590657,116,"Wanted to see where the film was made"
3590657,117,"I wanted to visit Hobbiton"
3590678,139,"The scenery"
3590687,111,"I wanted to visit Hobbiton"
3590692,147,"The scenery"
3590700,130,"The scenery"
3590700,131,"It just raised my awareness of New Zealand/ made me think of New Zealand as a place to visit"
3590703,133,"Wanted to see if the scenery was like it was in the film"
3590703,134,"I'm a Tolkien fan / love The Hobbit, Lord of the Rings"
3590703,135,"Wanted to see where the film was made"
3590703,136,"I wanted to visit Hobbiton"
