"SurveyResponseID","AnswerNumber","AmenityType","SatisfactionRatingReason"
3593427,98,"Maori activities experienced","Well organised"
3594041,84,"Maori activities experienced","Learnt about a new culture"
3594038,106,"Food & beverage outlets","Poor food quality"
3593724,102,"Maori activities experienced","Entertaining"
3593724,104,"Maori activities experienced","Good staff"
3593359,108,"Accommodation","Poor/old facilities"
3593359,110,"Accommodation","Noisy"
3593359,109,"Accommodation","No free internet"
3594054,112,"Food & beverage outlets","Too expensive"
3593429,131,"Maori activities experienced","Learnt about a new culture"
3593359,112,"Commercial transport","Inconvenient public transportation"
3594054,113,"Food & beverage outlets","Supermarkets lack of variety"
3593724,105,"Customer service","No reason"
3593429,133,"Maori activities experienced","Entertaining"
3593429,134,"Maori activities experienced","Good staff"
3593744,102,"Maori activities experienced","Good staff"
3593359,115,"Maori activities experienced","Well organised"
3593744,105,"NZ environment","No reason"
3594054,114,"Maori activities experienced","Learnt about a new culture"
3593359,113,"Commercial transport","Another reason"
3593429,132,"Maori activities experienced","Informative"
3593744,103,"Customer service","Staff not friendly"
3593744,100,"Maori activities experienced","Learnt about a new culture"
3593744,104,"Customer service","Another reason"
3593744,101,"Maori activities experienced","Entertaining"
3594054,115,"Maori activities experienced","Entertaining"
3593724,103,"Maori activities experienced","Good quality/standard"
3593428,89,"Maori activities experienced","Entertaining"
3593359,111,"Accommodation","Another reason"
3593359,114,"Maori activities experienced","Learnt about a new culture"
3593751,100,"Commercial transport","No reason"
3593366,108,"Maori activities experienced","Entertaining"
3593751,99,"Food & beverage outlets","No reason"
3593751,102,"Customer service","Staff didn't care"
3594054,121,"Sense of safety","Crime/graffiti"
3594054,118,"Maori activities experienced","Poor quality/standard"
3594054,117,"Maori activities experienced","Good staff"
3594054,120,"i-Sites","Shut too early/short opening hours"
3593382,105,"Maori activities experienced","Learnt about a new culture"
3593366,109,"Maori activities experienced","Good quality/standard"
3593462,83,"Maori activities experienced","Learnt about a new culture"
3593751,101,"Maori activities experienced","Learnt about a new culture"
3593382,108,"Maori activities experienced","Another indifferent or poor aspect"
3594054,122,"Sense of safety","Another reason"
3594055,97,"Activities experienced","Another reason"
3593382,106,"Maori activities experienced","Good quality/standard"
3594055,98,"Maori activities experienced","Entertaining"
3594054,116,"Maori activities experienced","Good quality/standard"
3593462,84,"Maori activities experienced","Good quality/standard"
3593366,110,"NZ environment","No reason"
3594054,119,"i-Sites","Too busy/long queues"
3593462,82,"Accommodation","No reason"
3593382,104,"Food & beverage outlets","Poor food quality"
3593382,107,"Maori activities experienced","Well organised"
3593767,101,"Maori activities experienced","Learnt about a new culture"
3594056,112,"i-Sites","No reason"
3593416,116,"Maori activities experienced","Good quality/standard"
3593767,100,"Commercial transport","Inconvenient public transportation"
3594056,111,"Customer service","Staff not knowledgeable"
3594056,110,"Maori activities experienced","Entertaining"
3593767,102,"Maori activities experienced","Entertaining"
3593462,85,"Maori activities experienced","Did not live up to expectations"
3593767,103,"Maori activities experienced","Good quality/standard"
3593479,109,"Commercial transport","Rental car/company did not meet expectations"
3594056,113,"NZ environment","More effort to preserve natural environment requir"
3593767,104,"Maori activities experienced","Well organised"
3593416,115,"Maori activities experienced","Entertaining"
3594072,101,"Maori activities experienced","Learnt about a new culture"
3593416,114,"Maori activities experienced","Informative"
3593479,110,"Maori activities experienced","Learnt about a new culture"
3593416,117,"Maori activities experienced","Good staff"
3594072,104,"Customer service","No reason"
3593416,113,"Maori activities experienced","Learnt about a new culture"
3593479,108,"Commercial transport","Expensive"
3593479,111,"Maori activities experienced","Good staff"
3594072,102,"Maori activities experienced","Entertaining"
3593416,118,"Maori activities experienced","Well organised"
3593769,95,"Maori activities experienced","Learnt about a new culture"
3593769,93,"Food & beverage outlets","Poor service"
3594105,102,"Customer service","Staff not friendly"
3593480,91,"Commercial transport","Expensive"
3594105,98,"Maori activities experienced","Learnt about a new culture"
3594072,103,"Maori activities experienced","Good staff"
3594105,101,"Maori activities experienced","Well organised"
3593769,94,"Food & beverage outlets","Supermarkets lack of variety"
3593480,93,"Maori activities experienced","Learnt about a new culture"
3594105,103,"Customer service","Slow"
3594105,100,"Maori activities experienced","Good staff"
3593418,111,"Maori activities experienced","Good quality/standard"
3594107,101,"Food & beverage outlets","Supermarkets lack of variety"
3593418,113,"Customer service","Staff not friendly"
3594107,104,"Maori activities experienced","Entertaining"
3593769,97,"Customer service","Staff not friendly"
3593418,110,"Maori activities experienced","Learnt about a new culture"
3593480,95,"Maori activities experienced","Well organised"
3593494,108,"Accommodation","Too expensive"
3594072,105,"i-Sites","Another reason"
3593480,94,"Maori activities experienced","Entertaining"
3593418,112,"Maori activities experienced","Well organised"
3593494,110,"Commercial transport","Expensive"
3594121,95,"Customer service","Staff not friendly"
3593423,107,"Maori activities experienced","Informative"
3593480,92,"Commercial transport","Another reason"
3593769,96,"Maori activities experienced","Entertaining"
3593418,115,"i-Sites","Another reason"
3594105,99,"Maori activities experienced","Good quality/standard"
3593418,114,"Customer service","Staff seemed rushed"
3593494,107,"Accommodation","Poor/old facilities"
3594107,102,"Maori activities experienced","Learnt about a new culture"
3594107,103,"Maori activities experienced","Informative"
3594107,105,"Maori activities experienced","Good quality/standard"
3593423,106,"Maori activities experienced","Learnt about a new culture"
3593494,109,"Accommodation","No free internet"
3593769,98,"Customer service","Staff didn't care"
3593769,99,"Sense of safety","Felt unsafe"
3593432,106,"Activities experienced","Did not live up to expectations"
3594107,106,"i-Sites","Hard to find"
3593494,111,"Maori activities experienced","Learnt about a new culture"
3593423,108,"i-Sites","Hard to find"
3593494,112,"Maori activities experienced","Informative"
3593494,113,"Maori activities experienced","Good quality/standard"
3594107,107,"i-Sites","Another reason"
3593494,115,"Maori activities experienced","Well organised"
3593494,114,"Maori activities experienced","Did not live up to expectations"
3593432,108,"Maori activities experienced","Good quality/standard"
3593432,107,"Maori activities experienced","Learnt about a new culture"
3593432,109,"Maori activities experienced","Good staff"
3593776,97,"Maori activities experienced","Entertaining"
3593776,99,"Customer service","Staff didn't care"
3593776,98,"Maori activities experienced","Well organised"
3594123,84,"Customer service","Staff not knowledgeable"
3593434,94,"Maori activities experienced","Learnt about a new culture"
3593497,92,"Food & beverage outlets","Limited choices"
3593497,95,"Maori activities experienced","Learnt about a new culture"
3593441,93,"Commercial transport","No reason"
3593497,94,"Commercial transport","Expensive"
3594123,83,"Commercial transport","No reason"
3593434,95,"Maori activities experienced","Entertaining"
3593497,93,"Food & beverage outlets","Poor food quality"
3593497,96,"Maori activities experienced","Entertaining"
3593776,100,"Sense of safety","No reason"
3593441,94,"Activities experienced","Another reason"
3593434,97,"Customer service","No reason"
3593497,101,"Customer service","No reason"
3593497,98,"Maori activities experienced","Good staff"
3594138,84,"Maori activities experienced","Informative"
3593441,96,"Maori activities experienced","Entertaining"
3593441,99,"Maori activities experienced","Did not live up to expectations"
3593792,105,"Activities experienced","Another reason"
3593530,111,"Customer service","No reason"
3593434,96,"Maori activities experienced","Well organised"
3594138,83,"Maori activities experienced","Learnt about a new culture"
3593441,100,"Maori activities experienced","Poor quality/standard"
3593530,110,"Maori activities experienced","Good quality/standard"
3593497,99,"Maori activities experienced","Did not live up to expectations"
3593441,97,"Maori activities experienced","Good quality/standard"
3594138,85,"Maori activities experienced","Well organised"
3593792,104,"Activities experienced","Too expensive"
3593530,109,"Maori activities experienced","Learnt about a new culture"
3593497,97,"Maori activities experienced","Good quality/standard"
3593497,100,"Maori activities experienced","Poor quality/standard"
3593441,95,"Maori activities experienced","Learnt about a new culture"
3593441,98,"Maori activities experienced","Good staff"
3593441,101,"Maori activities experienced","Well organised"
3593530,108,"Activities experienced","No reason"
3593792,106,"Maori activities experienced","Learnt about a new culture"
3593530,112,"i-Sites","Too busy/long queues"
3593792,107,"Maori activities experienced","Informative"
3594139,82,"NZ environment","Urban sprawl"
3593794,92,"Food & beverage outlets","Poor food quality"
