"SurveyResponseID","AnswerNumber","InformationSourceUsed"
3594782,127,"Staff at hotels, motels, backpackers, etc"
3594779,122,"Staff at hotels, motels, backpackers, etc"
3594781,143,"Staff at hotels, motels, backpackers, etc"
3594776,128,"Staff at hotels, motels, backpackers, etc"
3594777,94,"Staff at hotels, motels, backpackers, etc"
3594775,128,"Staff at hotels, motels, backpackers, etc"
3594773,148,"Staff at hotels, motels, backpackers, etc"
3594785,128,"Staff at hotels, motels, backpackers, etc"
3594787,107,"Staff at hotels, motels, backpackers, etc"
3594789,154,"Staff at hotels, motels, backpackers, etc"
3594792,131,"Staff at hotels, motels, backpackers, etc"
3594801,159,"Staff at hotels, motels, backpackers, etc"
3594800,167,"Staff at hotels, motels, backpackers, etc"
3594802,124,"Staff at hotels, motels, backpackers, etc"
3594799,137,"Staff at hotels, motels, backpackers, etc"
3594798,136,"Staff at hotels, motels, backpackers, etc"
3594807,133,"Staff at hotels, motels, backpackers, etc"
3594804,145,"Staff at hotels, motels, backpackers, etc"
3594806,127,"Staff at hotels, motels, backpackers, etc"
3594810,129,"Staff at hotels, motels, backpackers, etc"
3594814,129,"Staff at hotels, motels, backpackers, etc"
3594820,170,"Staff at hotels, motels, backpackers, etc"
3594822,135,"Staff at hotels, motels, backpackers, etc"
3594824,158,"Staff at hotels, motels, backpackers, etc"
3594818,144,"Staff at hotels, motels, backpackers, etc"
3594819,140,"Staff at hotels, motels, backpackers, etc"
3594815,129,"Staff at hotels, motels, backpackers, etc"
3594829,164,"Staff at hotels, motels, backpackers, etc"
3594826,122,"Staff at hotels, motels, backpackers, etc"
3594825,153,"Staff at hotels, motels, backpackers, etc"
3594830,112,"Staff at hotels, motels, backpackers, etc"
3594840,103,"Staff at hotels, motels, backpackers, etc"
3594844,157,"Staff at hotels, motels, backpackers, etc"
3594865,122,"Staff at hotels, motels, backpackers, etc"
3594866,111,"Staff at hotels, motels, backpackers, etc"
3594862,127,"Staff at hotels, motels, backpackers, etc"
3594857,109,"Staff at hotels, motels, backpackers, etc"
3594848,167,"Staff at hotels, motels, backpackers, etc"
3594845,155,"Staff at hotels, motels, backpackers, etc"
3594847,164,"Staff at hotels, motels, backpackers, etc"
3594849,144,"Staff at hotels, motels, backpackers, etc"
3594852,120,"Staff at hotels, motels, backpackers, etc"
3594884,118,"Staff at hotels, motels, backpackers, etc"
3594883,100,"Staff at hotels, motels, backpackers, etc"
3594874,111,"Staff at hotels, motels, backpackers, etc"
3594875,121,"Staff at hotels, motels, backpackers, etc"
3594873,125,"Staff at hotels, motels, backpackers, etc"
3594859,129,"Staff at hotels, motels, backpackers, etc"
3594871,138,"Staff at hotels, motels, backpackers, etc"
3594870,155,"Staff at hotels, motels, backpackers, etc"
3594897,116,"Staff at hotels, motels, backpackers, etc"
3594904,127,"Staff at hotels, motels, backpackers, etc"
3594919,124,"Staff at hotels, motels, backpackers, etc"
3594914,118,"Staff at hotels, motels, backpackers, etc"
3594932,122,"Staff at hotels, motels, backpackers, etc"
3594927,111,"Staff at hotels, motels, backpackers, etc"
3594930,127,"Staff at hotels, motels, backpackers, etc"
3594933,127,"Staff at hotels, motels, backpackers, etc"
3594924,135,"Staff at hotels, motels, backpackers, etc"
3594922,129,"Staff at hotels, motels, backpackers, etc"
3594936,132,"Staff at hotels, motels, backpackers, etc"
3594952,130,"Staff at hotels, motels, backpackers, etc"
3594945,123,"Staff at hotels, motels, backpackers, etc"
3594958,119,"Staff at hotels, motels, backpackers, etc"
3594959,134,"Staff at hotels, motels, backpackers, etc"
3595009,115,"Staff at hotels, motels, backpackers, etc"
3595021,127,"Staff at hotels, motels, backpackers, etc"
3595024,118,"Staff at hotels, motels, backpackers, etc"
3595027,133,"Staff at hotels, motels, backpackers, etc"
3595001,139,"Staff at hotels, motels, backpackers, etc"
3594979,110,"Staff at hotels, motels, backpackers, etc"
3594967,115,"Staff at hotels, motels, backpackers, etc"
3595052,139,"Staff at hotels, motels, backpackers, etc"
3595032,128,"Staff at hotels, motels, backpackers, etc"
3595036,109,"Staff at hotels, motels, backpackers, etc"
3595033,116,"Staff at hotels, motels, backpackers, etc"
3595076,113,"Staff at hotels, motels, backpackers, etc"
3595069,112,"Staff at hotels, motels, backpackers, etc"
3595071,109,"Staff at hotels, motels, backpackers, etc"
3595067,130,"Staff at hotels, motels, backpackers, etc"
3595065,112,"Staff at hotels, motels, backpackers, etc"
3595115,118,"Staff at hotels, motels, backpackers, etc"
3595118,125,"Staff at hotels, motels, backpackers, etc"
3595127,123,"Staff at hotels, motels, backpackers, etc"
3595130,115,"Staff at hotels, motels, backpackers, etc"
3595125,113,"Staff at hotels, motels, backpackers, etc"
3595099,127,"Staff at hotels, motels, backpackers, etc"
3595100,133,"Staff at hotels, motels, backpackers, etc"
3595104,120,"Staff at hotels, motels, backpackers, etc"
3595090,129,"Staff at hotels, motels, backpackers, etc"
3595087,124,"Staff at hotels, motels, backpackers, etc"
3595143,105,"Staff at hotels, motels, backpackers, etc"
3595140,136,"Staff at hotels, motels, backpackers, etc"
3595147,124,"Staff at hotels, motels, backpackers, etc"
3595144,126,"Staff at hotels, motels, backpackers, etc"
3595161,131,"Staff at hotels, motels, backpackers, etc"
3595158,119,"Staff at hotels, motels, backpackers, etc"
3595167,135,"Staff at hotels, motels, backpackers, etc"
3595192,121,"Staff at hotels, motels, backpackers, etc"
3595186,116,"Staff at hotels, motels, backpackers, etc"
3595216,118,"Staff at hotels, motels, backpackers, etc"
3595202,111,"Staff at hotels, motels, backpackers, etc"
3595195,113,"Staff at hotels, motels, backpackers, etc"
3595191,108,"Staff at hotels, motels, backpackers, etc"
3595200,127,"Staff at hotels, motels, backpackers, etc"
3595226,115,"Staff at hotels, motels, backpackers, etc"
3595228,131,"Staff at hotels, motels, backpackers, etc"
3595223,123,"Staff at hotels, motels, backpackers, etc"
3595224,114,"Staff at hotels, motels, backpackers, etc"
3595234,126,"Staff at hotels, motels, backpackers, etc"
3595235,111,"Staff at hotels, motels, backpackers, etc"
3595231,123,"Staff at hotels, motels, backpackers, etc"
3595319,117,"Staff at hotels, motels, backpackers, etc"
3595327,120,"Staff at hotels, motels, backpackers, etc"
3595317,116,"Staff at hotels, motels, backpackers, etc"
3595316,123,"Staff at hotels, motels, backpackers, etc"
3595314,114,"Staff at hotels, motels, backpackers, etc"
3595312,118,"Staff at hotels, motels, backpackers, etc"
3595300,113,"Staff at hotels, motels, backpackers, etc"
3595305,121,"Staff at hotels, motels, backpackers, etc"
3595341,113,"Staff at hotels, motels, backpackers, etc"
3595340,123,"Staff at hotels, motels, backpackers, etc"
3595334,117,"Staff at hotels, motels, backpackers, etc"
3595276,118,"Staff at hotels, motels, backpackers, etc"
3595273,124,"Staff at hotels, motels, backpackers, etc"
3595262,125,"Staff at hotels, motels, backpackers, etc"
3595288,127,"Staff at hotels, motels, backpackers, etc"
3595260,108,"Staff at hotels, motels, backpackers, etc"
3595253,116,"Staff at hotels, motels, backpackers, etc"
3595245,134,"Staff at hotels, motels, backpackers, etc"
3595377,125,"Staff at hotels, motels, backpackers, etc"
3595376,141,"Staff at hotels, motels, backpackers, etc"
3595385,114,"Staff at hotels, motels, backpackers, etc"
3595387,109,"Staff at hotels, motels, backpackers, etc"
3595384,124,"Staff at hotels, motels, backpackers, etc"
3595357,117,"Staff at hotels, motels, backpackers, etc"
3595354,125,"Staff at hotels, motels, backpackers, etc"
3595369,127,"Staff at hotels, motels, backpackers, etc"
3595371,122,"Staff at hotels, motels, backpackers, etc"
3595368,126,"Staff at hotels, motels, backpackers, etc"
3595412,124,"Staff at hotels, motels, backpackers, etc"
3595408,125,"Staff at hotels, motels, backpackers, etc"
3595395,105,"Staff at hotels, motels, backpackers, etc"
3595396,121,"Staff at hotels, motels, backpackers, etc"
3595393,108,"Staff at hotels, motels, backpackers, etc"
3595444,119,"Staff at hotels, motels, backpackers, etc"
3595443,135,"Staff at hotels, motels, backpackers, etc"
3595434,127,"Staff at hotels, motels, backpackers, etc"
3595433,112,"Staff at hotels, motels, backpackers, etc"
3595428,113,"Staff at hotels, motels, backpackers, etc"
3595470,136,"Staff at hotels, motels, backpackers, etc"
3595464,141,"Staff at hotels, motels, backpackers, etc"
3595457,124,"Staff at hotels, motels, backpackers, etc"
3595456,122,"Staff at hotels, motels, backpackers, etc"
3595497,117,"Staff at hotels, motels, backpackers, etc"
3595499,109,"Staff at hotels, motels, backpackers, etc"
3595496,131,"Staff at hotels, motels, backpackers, etc"
3595494,122,"Staff at hotels, motels, backpackers, etc"
3595528,119,"Staff at hotels, motels, backpackers, etc"
3595535,128,"Staff at hotels, motels, backpackers, etc"
3595534,123,"Staff at hotels, motels, backpackers, etc"
3595517,117,"Staff at hotels, motels, backpackers, etc"
3595512,119,"Staff at hotels, motels, backpackers, etc"
3595540,122,"Staff at hotels, motels, backpackers, etc"
3595556,114,"Staff at hotels, motels, backpackers, etc"
3595569,113,"Staff at hotels, motels, backpackers, etc"
3595595,126,"Staff at hotels, motels, backpackers, etc"
3595597,112,"Staff at hotels, motels, backpackers, etc"
3595594,124,"Staff at hotels, motels, backpackers, etc"
3595610,122,"Staff at hotels, motels, backpackers, etc"
3595608,126,"Staff at hotels, motels, backpackers, etc"
3595613,122,"Staff at hotels, motels, backpackers, etc"
3595626,121,"Staff at hotels, motels, backpackers, etc"
3595620,112,"Staff at hotels, motels, backpackers, etc"
3595623,120,"Staff at hotels, motels, backpackers, etc"
3595642,127,"Staff at hotels, motels, backpackers, etc"
3595641,138,"Staff at hotels, motels, backpackers, etc"
3595647,108,"Staff at hotels, motels, backpackers, etc"
3595652,120,"Staff at hotels, motels, backpackers, etc"
3595670,136,"Staff at hotels, motels, backpackers, etc"
3595664,140,"Staff at hotels, motels, backpackers, etc"
3595701,92,"Staff at hotels, motels, backpackers, etc"
3595723,134,"Staff at hotels, motels, backpackers, etc"
3595706,134,"Staff at hotels, motels, backpackers, etc"
3595727,122,"Staff at hotels, motels, backpackers, etc"
3595742,150,"Staff at hotels, motels, backpackers, etc"
3595747,116,"Staff at hotels, motels, backpackers, etc"
3595754,143,"Staff at hotels, motels, backpackers, etc"
3595793,120,"Staff at hotels, motels, backpackers, etc"
3595789,106,"Staff at hotels, motels, backpackers, etc"
3595773,126,"Staff at hotels, motels, backpackers, etc"
3595883,134,"Staff at hotels, motels, backpackers, etc"
3595872,147,"Staff at hotels, motels, backpackers, etc"
3595855,113,"Staff at hotels, motels, backpackers, etc"
3595867,95,"Staff at hotels, motels, backpackers, etc"
3595861,100,"Staff at hotels, motels, backpackers, etc"
3595730,152,"Staff at hotels, motels, backpackers, etc"
3595805,137,"Staff at hotels, motels, backpackers, etc"
3595806,111,"Staff at hotels, motels, backpackers, etc"
3595932,138,"Staff at hotels, motels, backpackers, etc"
3595928,131,"Staff at hotels, motels, backpackers, etc"
3595926,111,"Staff at hotels, motels, backpackers, etc"
3595924,145,"Staff at hotels, motels, backpackers, etc"
3595955,118,"Staff at hotels, motels, backpackers, etc"
3595937,130,"Staff at hotels, motels, backpackers, etc"
3595922,149,"Staff at hotels, motels, backpackers, etc"
3595923,151,"Staff at hotels, motels, backpackers, etc"
3595917,119,"Staff at hotels, motels, backpackers, etc"
3595915,220,"Staff at hotels, motels, backpackers, etc"
3595911,154,"Staff at hotels, motels, backpackers, etc"
3595966,137,"Staff at hotels, motels, backpackers, etc"
3595972,121,"Staff at hotels, motels, backpackers, etc"
3595981,94,"Staff at hotels, motels, backpackers, etc"
3595985,118,"Staff at hotels, motels, backpackers, etc"
3596001,98,"Staff at hotels, motels, backpackers, etc"
3595994,126,"Staff at hotels, motels, backpackers, etc"
3596027,149,"Staff at hotels, motels, backpackers, etc"
3596009,146,"Staff at hotels, motels, backpackers, etc"
3596028,128,"Staff at hotels, motels, backpackers, etc"
3596071,116,"Staff at hotels, motels, backpackers, etc"
3596062,109,"Staff at hotels, motels, backpackers, etc"
3596057,121,"Staff at hotels, motels, backpackers, etc"
3596086,107,"Staff at hotels, motels, backpackers, etc"
3596076,157,"Staff at hotels, motels, backpackers, etc"
3596100,115,"Staff at hotels, motels, backpackers, etc"
3596105,103,"Staff at hotels, motels, backpackers, etc"
3596117,140,"Staff at hotels, motels, backpackers, etc"
3596119,131,"Staff at hotels, motels, backpackers, etc"
3596142,162,"Staff at hotels, motels, backpackers, etc"
3596141,125,"Staff at hotels, motels, backpackers, etc"
3596154,124,"Staff at hotels, motels, backpackers, etc"
3596156,110,"Staff at hotels, motels, backpackers, etc"
3596174,99,"Staff at hotels, motels, backpackers, etc"
3596191,152,"Staff at hotels, motels, backpackers, etc"
3596215,173,"Staff at hotels, motels, backpackers, etc"
3596247,157,"Staff at hotels, motels, backpackers, etc"
3596235,161,"Staff at hotels, motels, backpackers, etc"
3596238,94,"Staff at hotels, motels, backpackers, etc"
3596254,140,"Staff at hotels, motels, backpackers, etc"
3596256,121,"Staff at hotels, motels, backpackers, etc"
3596225,140,"Staff at hotels, motels, backpackers, etc"
3596223,118,"Staff at hotels, motels, backpackers, etc"
3596228,105,"Staff at hotels, motels, backpackers, etc"
3596234,115,"Staff at hotels, motels, backpackers, etc"
3596232,150,"Staff at hotels, motels, backpackers, etc"
3596321,127,"Staff at hotels, motels, backpackers, etc"
3596337,106,"Staff at hotels, motels, backpackers, etc"
3596327,129,"Staff at hotels, motels, backpackers, etc"
3596287,119,"Staff at hotels, motels, backpackers, etc"
3596276,130,"Staff at hotels, motels, backpackers, etc"
3596361,109,"Staff at hotels, motels, backpackers, etc"
3596358,121,"Staff at hotels, motels, backpackers, etc"
3596351,136,"Staff at hotels, motels, backpackers, etc"
3596366,112,"Staff at hotels, motels, backpackers, etc"
3596380,110,"Staff at hotels, motels, backpackers, etc"
3596378,114,"Staff at hotels, motels, backpackers, etc"
3596370,106,"Staff at hotels, motels, backpackers, etc"
3596372,119,"Staff at hotels, motels, backpackers, etc"
3596374,121,"Staff at hotels, motels, backpackers, etc"
3596426,130,"Staff at hotels, motels, backpackers, etc"
3596438,114,"Staff at hotels, motels, backpackers, etc"
3596419,107,"Staff at hotels, motels, backpackers, etc"
3596444,118,"Staff at hotels, motels, backpackers, etc"
3596417,105,"Staff at hotels, motels, backpackers, etc"
3596413,149,"Staff at hotels, motels, backpackers, etc"
3596403,119,"Staff at hotels, motels, backpackers, etc"
3596392,111,"Staff at hotels, motels, backpackers, etc"
3596473,128,"Staff at hotels, motels, backpackers, etc"
3596484,110,"Staff at hotels, motels, backpackers, etc"
3596502,95,"Staff at hotels, motels, backpackers, etc"
3596462,146,"Staff at hotels, motels, backpackers, etc"
3596464,125,"Staff at hotels, motels, backpackers, etc"
3596470,107,"Staff at hotels, motels, backpackers, etc"
3596454,99,"Staff at hotels, motels, backpackers, etc"
3596447,136,"Staff at hotels, motels, backpackers, etc"
3596567,93,"Staff at hotels, motels, backpackers, etc"
3596536,138,"Staff at hotels, motels, backpackers, etc"
3596608,114,"Staff at hotels, motels, backpackers, etc"
3596599,93,"Staff at hotels, motels, backpackers, etc"
3596578,131,"Staff at hotels, motels, backpackers, etc"
3596583,141,"Staff at hotels, motels, backpackers, etc"
3596678,143,"Staff at hotels, motels, backpackers, etc"
3596674,102,"Staff at hotels, motels, backpackers, etc"
3596691,118,"Staff at hotels, motels, backpackers, etc"
3596679,102,"Staff at hotels, motels, backpackers, etc"
3596639,143,"Staff at hotels, motels, backpackers, etc"
3596654,142,"Staff at hotels, motels, backpackers, etc"
3596623,162,"Staff at hotels, motels, backpackers, etc"
