"SurveyResponseID","AnswerNumber","SocialMediaUsed","TripStage"
3578475,119,"Google+","After trip to NZ"
3579165,118,"None of these","Planning trip to NZ"
3579391,135,"None of these","During trip to NZ"
3579149,129,"Facebook","After trip to NZ"
3578475,115,"Google+","During trip to NZ"
3579392,145,"Google+","During trip to NZ"
3578475,118,"Instagram","After trip to NZ"
3579407,134,"Facebook","After trip to NZ"
3579149,127,"None of these","Planning trip to NZ"
3579392,144,"Facebook","During trip to NZ"
3579407,132,"Facebook","Planning trip to NZ"
3579176,138,"None of these","After trip to NZ"
3579425,144,"Facebook","During trip to NZ"
3579392,146,"None of these","After trip to NZ"
3578475,120,"Wechat","After trip to NZ"
3579176,136,"Twitter","Planning trip to NZ"
3579178,129,"None of these","Planning trip to NZ"
3579425,143,"Google+","Planning trip to NZ"
3579407,133,"None of these","During trip to NZ"
3579165,119,"Twitter","During trip to NZ"
3579176,137,"Google+","During trip to NZ"
3578484,115,"None of these","Planning trip to NZ"
3579426,125,"Facebook","Planning trip to NZ"
3579178,131,"None of these","After trip to NZ"
3579165,120,"None of these","After trip to NZ"
3578484,117,"None of these","After trip to NZ"
3579425,145,"None of these","After trip to NZ"
3579178,130,"Instagram","During trip to NZ"
3578484,116,"Facebook","During trip to NZ"
3579166,123,"Facebook","Planning trip to NZ"
3579187,133,"Facebook","Planning trip to NZ"
3578500,222,"Facebook","Planning trip to NZ"
3579201,130,"None of these","Planning trip to NZ"
3579426,126,"None of these","During trip to NZ"
3579166,124,"Facebook","During trip to NZ"
3579187,135,"Facebook","After trip to NZ"
3579426,127,"Facebook","After trip to NZ"
3579440,144,"Google+","Planning trip to NZ"
3579166,125,"Facebook","After trip to NZ"
3579187,134,"None of these","During trip to NZ"
3579180,142,"None of these","Planning trip to NZ"
3579201,131,"Google+","During trip to NZ"
3579440,146,"Facebook","After trip to NZ"
3579181,128,"None of these","Planning trip to NZ"
3579440,145,"Facebook","During trip to NZ"
3579180,143,"None of these","During trip to NZ"
3579442,118,"Google+","During trip to NZ"
3579201,132,"Facebook","After trip to NZ"
3579198,136,"None of these","Planning trip to NZ"
3578500,223,"Facebook","During trip to NZ"
3579180,144,"Facebook","After trip to NZ"
3579441,148,"Facebook","Planning trip to NZ"
3579181,130,"Twitter","After trip to NZ"
3579221,144,"Google+","Planning trip to NZ"
3579441,150,"Google+","After trip to NZ"
3579442,119,"Facebook","After trip to NZ"
3578502,101,"None of these","Planning trip to NZ"
3579221,145,"Facebook","During trip to NZ"
3578502,103,"None of these","After trip to NZ"
3579198,137,"None of these","During trip to NZ"
3579221,146,"None of these","After trip to NZ"
3579235,129,"Google+","Planning trip to NZ"
3579456,142,"Facebook","Planning trip to NZ"
3579235,130,"None of these","During trip to NZ"
3579199,139,"Facebook","During trip to NZ"
3579442,117,"None of these","Planning trip to NZ"
3579441,149,"Facebook","During trip to NZ"
3579181,129,"None of these","During trip to NZ"
3578500,224,"Facebook","After trip to NZ"
3578509,130,"None of these","Planning trip to NZ"
3578502,102,"None of these","During trip to NZ"
3579199,138,"None of these","Planning trip to NZ"
3579198,138,"None of these","After trip to NZ"
3579235,131,"Facebook","After trip to NZ"
3579199,140,"None of these","After trip to NZ"
3579456,143,"Facebook","During trip to NZ"
3579456,145,"Facebook","After trip to NZ"
3579456,144,"Google+","During trip to NZ"
3578509,131,"None of these","During trip to NZ"
3579251,123,"None of these","Planning trip to NZ"
3579200,133,"Facebook","Planning trip to NZ"
3579457,131,"None of these","Planning trip to NZ"
3579251,126,"Facebook","After trip to NZ"
3579200,134,"Facebook","During trip to NZ"
3578509,132,"None of these","After trip to NZ"
3579251,124,"Google+","During trip to NZ"
3579213,122,"Twitter","Planning trip to NZ"
3578518,110,"Facebook","Planning trip to NZ"
3579251,125,"Wechat","During trip to NZ"
3579200,135,"None of these","After trip to NZ"
3579457,132,"Facebook","During trip to NZ"
3579269,121,"None of these","Planning trip to NZ"
3579457,133,"None of these","After trip to NZ"
3579458,145,"None of these","Planning trip to NZ"
3579269,122,"Instagram","During trip to NZ"
3579213,123,"None of these","During trip to NZ"
3579269,123,"Twitter","After trip to NZ"
3579213,124,"None of these","After trip to NZ"
3579278,136,"Google+","Planning trip to NZ"
3579214,140,"Google+","Planning trip to NZ"
3579278,137,"Wechat","During trip to NZ"
3579458,148,"None of these","After trip to NZ"
3579278,138,"Google+","After trip to NZ"
3579458,146,"Facebook","During trip to NZ"
3579214,141,"None of these","During trip to NZ"
3579294,145,"None of these","Planning trip to NZ"
3579472,124,"None of these","Planning trip to NZ"
3579472,126,"None of these","After trip to NZ"
3579294,147,"None of these","After trip to NZ"
3578518,113,"None of these","After trip to NZ"
3579217,130,"None of these","During trip to NZ"
3579473,119,"None of these","Planning trip to NZ"
3579303,126,"Facebook","After trip to NZ"
3579475,135,"None of these","After trip to NZ"
3578527,102,"Facebook","During trip to NZ"
3579310,118,"Facebook","After trip to NZ"
3579476,122,"Facebook","During trip to NZ"
3579473,121,"None of these","After trip to NZ"
3579301,141,"Facebook","During trip to NZ"
3579217,131,"None of these","After trip to NZ"
3578527,103,"Instagram","During trip to NZ"
3579310,117,"Facebook","During trip to NZ"
3579458,147,"Instagram","During trip to NZ"
3578518,111,"Facebook","During trip to NZ"
3579214,142,"Facebook","After trip to NZ"
3579301,142,"None of these","After trip to NZ"
3579472,125,"Google+","During trip to NZ"
3579217,129,"Google+","Planning trip to NZ"
3579294,146,"Facebook","During trip to NZ"
3579303,125,"Google+","During trip to NZ"
3578518,112,"Google+","During trip to NZ"
3579475,134,"Facebook","During trip to NZ"
3578527,104,"Facebook","After trip to NZ"
3578527,101,"Facebook","Planning trip to NZ"
3579310,116,"None of these","Planning trip to NZ"
3579475,133,"None of these","Planning trip to NZ"
3578541,138,"Wechat","During trip to NZ"
3579249,133,"Google+","Planning trip to NZ"
3579328,128,"Google+","During trip to NZ"
3579326,119,"None of these","During trip to NZ"
3578541,137,"Wechat","Planning trip to NZ"
3579247,133,"Facebook","After trip to NZ"
3579249,136,"Twitter","After trip to NZ"
3579247,132,"None of these","During trip to NZ"
3579326,120,"Facebook","After trip to NZ"
3578541,139,"Wechat","After trip to NZ"
3579476,123,"Instagram","After trip to NZ"
3579249,135,"Facebook","After trip to NZ"
3579328,129,"Facebook","After trip to NZ"
3579473,120,"None of these","During trip to NZ"
3579301,140,"None of these","Planning trip to NZ"
3579303,124,"Facebook","Planning trip to NZ"
3579476,121,"Facebook","Planning trip to NZ"
3579247,131,"Google+","Planning trip to NZ"
3579326,118,"Google+","Planning trip to NZ"
3579249,134,"Twitter","During trip to NZ"
3578550,104,"Facebook","After trip to NZ"
3579250,120,"Facebook","Planning trip to NZ"
3579489,131,"Google+","Planning trip to NZ"
3579489,132,"Facebook","During trip to NZ"
3578550,102,"Instagram","Planning trip to NZ"
3579250,121,"Wechat","Planning trip to NZ"
3578550,105,"Instagram","After trip to NZ"
3579250,122,"None of these","During trip to NZ"
3579490,130,"None of these","Planning trip to NZ"
3579335,141,"None of these","Planning trip to NZ"
3579328,127,"None of these","Planning trip to NZ"
3578550,103,"Instagram","During trip to NZ"
3579489,133,"None of these","After trip to NZ"
3578593,147,"Facebook","Planning trip to NZ"
3579250,124,"Instagram","After trip to NZ"
3578593,149,"Facebook","After trip to NZ"
3579335,142,"Instagram","During trip to NZ"
3579490,133,"Wechat","After trip to NZ"
3579490,132,"Google+","After trip to NZ"
3579265,117,"None of these","Planning trip to NZ"
3578600,104,"Instagram","After trip to NZ"
3579337,139,"Facebook","During trip to NZ"
3579337,138,"None of these","Planning trip to NZ"
3579265,119,"Facebook","After trip to NZ"
3578600,102,"None of these","Planning trip to NZ"
3579250,123,"Facebook","After trip to NZ"
3578602,118,"Facebook","Planning trip to NZ"
3578593,148,"Facebook","During trip to NZ"
3579490,131,"Facebook","During trip to NZ"
3579265,118,"Wechat","During trip to NZ"
3578600,103,"Instagram","During trip to NZ"
3579491,131,"Facebook","Planning trip to NZ"
3579335,143,"None of these","After trip to NZ"
3579266,129,"None of these","Planning trip to NZ"
3579491,132,"Google+","Planning trip to NZ"
3579266,130,"Facebook","During trip to NZ"
3579337,141,"None of these","After trip to NZ"
3579266,131,"None of these","After trip to NZ"
3578602,120,"Facebook","After trip to NZ"
3579491,134,"None of these","After trip to NZ"
3579491,133,"Facebook","During trip to NZ"
3579351,128,"None of these","Planning trip to NZ"
3578609,181,"Instagram","Planning trip to NZ"
3579267,146,"Google+","During trip to NZ"
3578609,182,"Facebook","During trip to NZ"
3579351,130,"None of these","After trip to NZ"
3579281,143,"None of these","Planning trip to NZ"
3579282,127,"None of these","Planning trip to NZ"
3579337,140,"Wechat","During trip to NZ"
3579526,115,"None of these","Planning trip to NZ"
3578602,119,"Facebook","During trip to NZ"
3578609,180,"Facebook","Planning trip to NZ"
3579509,129,"Google+","Planning trip to NZ"
3579267,147,"Wechat","During trip to NZ"
3579267,145,"None of these","Planning trip to NZ"
3579351,129,"None of these","During trip to NZ"
3579509,132,"None of these","After trip to NZ"
3579509,131,"Wechat","During trip to NZ"
3579267,148,"Facebook","After trip to NZ"
3578609,183,"Instagram","During trip to NZ"
3578609,185,"Instagram","After trip to NZ"
3579362,128,"None of these","Planning trip to NZ"
3579281,144,"Facebook","During trip to NZ"
3579282,128,"None of these","During trip to NZ"
3579362,130,"Facebook","After trip to NZ"
3579509,130,"Facebook","During trip to NZ"
3578609,184,"Facebook","After trip to NZ"
3579281,145,"None of these","After trip to NZ"
3579282,129,"None of these","After trip to NZ"
3579362,129,"Instagram","During trip to NZ"
3578618,154,"Facebook","Planning trip to NZ"
3579283,141,"Facebook","Planning trip to NZ"
3579526,116,"Facebook","During trip to NZ"
3579526,117,"Wechat","During trip to NZ"
3579526,118,"None of these","After trip to NZ"
3579539,133,"Facebook","Planning trip to NZ"
3579371,143,"None of these","Planning trip to NZ"
3579540,144,"Facebook","Planning trip to NZ"
3579376,121,"None of these","Planning trip to NZ"
3579371,146,"None of these","After trip to NZ"
3578618,155,"Facebook","During trip to NZ"
3579283,143,"None of these","After trip to NZ"
3579371,145,"Instagram","During trip to NZ"
3579539,135,"None of these","After trip to NZ"
3579540,145,"None of these","During trip to NZ"
3578618,156,"Facebook","After trip to NZ"
3579283,142,"Google+","During trip to NZ"
3579371,144,"Facebook","During trip to NZ"
3579376,122,"Facebook","During trip to NZ"
3579376,125,"Facebook","After trip to NZ"
3579298,140,"None of these","After trip to NZ"
3578625,118,"Facebook","During trip to NZ"
3579376,124,"Wechat","During trip to NZ"
3579298,139,"Facebook","During trip to NZ"
3579299,133,"None of these","Planning trip to NZ"
3579380,140,"None of these","After trip to NZ"
3579380,139,"None of these","During trip to NZ"
3579380,138,"Wechat","Planning trip to NZ"
3579299,134,"Facebook","During trip to NZ"
3579298,138,"None of these","Planning trip to NZ"
3579541,126,"None of these","After trip to NZ"
3579385,137,"None of these","Planning trip to NZ"
3578625,119,"Facebook","After trip to NZ"
3579539,134,"None of these","During trip to NZ"
3579540,146,"Facebook","After trip to NZ"
3579376,123,"Twitter","During trip to NZ"
3578625,117,"Google+","Planning trip to NZ"
3579541,124,"None of these","Planning trip to NZ"
3579299,135,"None of these","After trip to NZ"
3579314,122,"None of these","Planning trip to NZ"
3579556,128,"Google+","Planning trip to NZ"
3579385,138,"None of these","During trip to NZ"
3579314,123,"Facebook","During trip to NZ"
3579316,137,"Pinterest","Planning trip to NZ"
3579541,125,"None of these","During trip to NZ"
3579316,138,"None of these","During trip to NZ"
3579314,125,"Google+","After trip to NZ"
3579385,139,"None of these","After trip to NZ"
3579403,128,"Facebook","Planning trip to NZ"
3579556,130,"Facebook","After trip to NZ"
3579314,124,"Google+","During trip to NZ"
3578636,118,"Facebook","After trip to NZ"
3578636,117,"Google+","During trip to NZ"
3578641,145,"None of these","Planning trip to NZ"
3579316,139,"Facebook","After trip to NZ"
3579556,131,"Instagram","After trip to NZ"
3578636,116,"None of these","Planning trip to NZ"
3579403,129,"Google+","Planning trip to NZ"
3579556,129,"None of these","During trip to NZ"
3579403,131,"Google+","During trip to NZ"
3579330,145,"Google+","During trip to NZ"
3578641,146,"Facebook","During trip to NZ"
3579403,130,"Facebook","During trip to NZ"
3579330,146,"None of these","After trip to NZ"
3579557,142,"None of these","Planning trip to NZ"
3579559,132,"None of these","Planning trip to NZ"
3579330,144,"None of these","Planning trip to NZ"
3579403,132,"None of these","After trip to NZ"
3579331,139,"Google+","Planning trip to NZ"
3579405,154,"None of these","Planning trip to NZ"
3579347,145,"None of these","Planning trip to NZ"
3579557,143,"None of these","During trip to NZ"
3578641,147,"None of these","After trip to NZ"
3579331,140,"Instagram","During trip to NZ"
3579405,155,"None of these","During trip to NZ"
3579557,144,"Facebook","After trip to NZ"
3579331,142,"Instagram","After trip to NZ"
3579347,146,"Facebook","During trip to NZ"
3579559,134,"None of these","After trip to NZ"
3579347,149,"None of these","After trip to NZ"
3579559,133,"Google+","During trip to NZ"
3579347,148,"Wechat","During trip to NZ"
3579348,116,"None of these","Planning trip to NZ"
3579405,156,"None of these","After trip to NZ"
3578650,117,"None of these","During trip to NZ"
3579410,157,"Twitter","During trip to NZ"
3579410,158,"None of these","After trip to NZ"
3579348,118,"Google+","During trip to NZ"
3579412,136,"None of these","Planning trip to NZ"
3579331,141,"Google+","During trip to NZ"
3579347,147,"Google+","During trip to NZ"
3578650,116,"None of these","Planning trip to NZ"
3579410,156,"None of these","Planning trip to NZ"
3579574,128,"None of these","Planning trip to NZ"
3579348,117,"Facebook","During trip to NZ"
3579574,129,"Facebook","During trip to NZ"
3579412,137,"Facebook","During trip to NZ"
3579348,119,"None of these","After trip to NZ"
3579574,130,"Facebook","After trip to NZ"
3578650,118,"Google+","After trip to NZ"
3579419,134,"Facebook","Planning trip to NZ"
3579574,131,"Google+","After trip to NZ"
3579575,152,"Facebook","Planning trip to NZ"
3578659,137,"None of these","Planning trip to NZ"
3579589,125,"None of these","Planning trip to NZ"
3579349,140,"None of these","Planning trip to NZ"
3579412,138,"None of these","After trip to NZ"
3579349,142,"Twitter","After trip to NZ"
3579575,153,"None of these","During trip to NZ"
